No,Title,Tags,Acceptance,Difficulty,Frequency
2461,Maximum Sum of Distinct Subarrays With Length K,[Array][Hash Table][Sliding Window],33.8%,Medium,0.22067136216882066
1716,Calculate Money in Leetcode Bank,[Math],78.2%,Easy,0.219455778235025
341,Flatten Nested List Iterator,[Stack][Tree][Depth-First Search][Design][Queue][Iterator],64.3%,Medium,0.21825356602001797
322,Coin Change,[Array][Dynamic Programming][Breadth-First Search],43.6%,Medium,0.21536975529661903
132,Palindrome Partitioning II,[String][Dynamic Programming],33.8%,Hard,0.21472498084861397
1041,Robot Bounded In Circle,[Math][String][Simulation],55.6%,Medium,0.2124355370417375
332,Reconstruct Itinerary,[Depth-First Search][Graph][Eulerian Circuit],43.3%,Hard,0.21106039931128698
876,Middle of the Linked List,[Linked List][Two Pointers],77.3%,Easy,0.21031782910428387
713,Subarray Product Less Than K,[Array][Sliding Window],47.2%,Medium,0.20800057121164617
743,Network Delay Time,[Depth-First Search][Breadth-First Search][Graph][Heap (Priority Queue)][Shortest Path],53.4%,Medium,0.2071597101203954
46,Permutations,[Array][Backtracking],78.0%,Medium,0.207040143747631
2877,Create a DataFrame from List,,80.7%,Easy,0.2061181797504451
2405,Optimal Partition of String,[Hash Table][String][Greedy],78.3%,Medium,0.20386340056870947
496,Next Greater Element I,[Array][Hash Table][Stack][Monotonic Stack],72.0%,Easy,0.2037476209666304
981,Time Based Key-Value Store,[Hash Table][String][Binary Search][Design],49.6%,Medium,0.20157261209600713
1021,Remove Outermost Parentheses,[String][Stack],82.2%,Easy,0.20112063922677242
2620,Counter,,80.2%,Easy,0.20083244232865827
1859,Sorting the Sentence,[String][Sorting],83.0%,Easy,0.20067069546215116
73,Set Matrix Zeroes,[Array][Hash Table][Matrix],55.0%,Medium,0.1992222272423296
148,Sort List,[Linked List][Two Pointers][Divide and Conquer][Sorting][Merge Sort],57.4%,Medium,0.19622624370172712
312,Burst Balloons,[Array][Dynamic Programming],58.5%,Hard,0.19574457712609533
137,Single Number II,[Array][Bit Manipulation],62.2%,Medium,0.1950000150537256
349,Intersection of Two Arrays,[Array][Hash Table][Two Pointers][Binary Search][Sorting],72.4%,Easy,0.19313724549582356
235,Lowest Common Ancestor of a Binary Search Tree,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],64.3%,Medium,0.1920119633590886
1302,Deepest Leaves Sum,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],86.3%,Medium,0.19105523676270922
1091,Shortest Path in Binary Matrix,[Array][Breadth-First Search][Matrix],47.1%,Medium,0.19085204667768627
136,Single Number,[Array][Bit Manipulation],72.5%,Easy,0.19005181762098883
297,Serialize and Deserialize Binary Tree,[String][Tree][Depth-First Search][Breadth-First Search][Design][Binary Tree],56.5%,Hard,0.18571714579509285
1020,Number of Enclaves,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],68.7%,Medium,0.18485641239714268
485,Max Consecutive Ones,[Array],58.6%,Easy,0.1847536617625671
1047,Remove All Adjacent Duplicates In String,[String][Stack],69.3%,Easy,0.1845712765279701
224,Basic Calculator,[Math][String][Stack][Recursion],43.2%,Hard,0.18269268316674286
973,K Closest Points to Origin,[Array][Math][Divide and Conquer][Geometry][Sorting][Heap (Priority Queue)][Quickselect],66.2%,Medium,0.18211346190193325
144,Binary Tree Preorder Traversal,[Stack][Tree][Depth-First Search][Binary Tree],69.1%,Easy,0.17879144918609313
143,Reorder List,[Linked List][Two Pointers][Stack][Recursion],56.0%,Medium,0.17844755867744094
116,Populating Next Right Pointers in Each Node,[Linked List][Tree][Depth-First Search][Breadth-First Search][Binary Tree],62.3%,Medium,0.17798315519535646
12,Integer to Roman,[Hash Table][Math][String],64.3%,Medium,0.17789849767729501
1071,Greatest Common Divisor of Strings,[Math][String],51.5%,Easy,0.17675651236256293
1657,Determine if Two Strings Are Close,[Hash Table][String][Sorting][Counting],55.3%,Medium,0.1755467047088198
1046,Last Stone Weight,[Array][Heap (Priority Queue)],65.3%,Easy,0.17486281150627858
234,Palindrome Linked List,[Linked List][Two Pointers][Stack][Recursion],51.8%,Easy,0.1727230996720166
501,Find Mode in Binary Search Tree,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],55.9%,Easy,0.1720973230180951
1008,Construct Binary Search Tree from Preorder Traversal,[Array][Stack][Tree][Binary Search Tree][Monotonic Stack][Binary Tree],81.8%,Medium,0.17135825199668508
316,Remove Duplicate Letters,[String][Stack][Greedy][Monotonic Stack],49.4%,Medium,0.16989903679539747
622,Design Circular Queue,[Array][Linked List][Design][Queue],51.4%,Medium,0.16989903679539747
1026,Maximum Difference Between Node and Ancestor,[Tree][Depth-First Search][Binary Tree],78.2%,Medium,0.16917873135476025
71,Simplify Path,[String][Stack],41.9%,Medium,0.1672290934140504
25,Reverse Nodes in k-Group,[Linked List][Recursion],58.1%,Hard,0.16635770580494058
797,All Paths From Source to Target,[Backtracking][Depth-First Search][Breadth-First Search][Graph],82.4%,Medium,0.1656671218888174
626,Exchange Seats,[Database],69.1%,Medium,0.1652099163212334
2529,Maximum Count of Positive Integer and Negative Integer,[Array][Binary Search][Counting],71.2%,Easy,0.16430305129127631
2706,Buy Two Chocolates,[Array][Sorting],69.8%,Easy,0.1636294237818021
509,Fibonacci Number,[Math][Dynamic Programming][Recursion][Memoization],70.8%,Easy,0.16344179897725258
987,Vertical Order Traversal of a Binary Tree,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],47.1%,Hard,0.16310930637214985
918,Maximum Sum Circular Subarray,[Array][Divide and Conquer][Dynamic Programming][Queue][Monotonic Queue],44.4%,Medium,0.1603426500751794
131,Palindrome Partitioning,[String][Dynamic Programming][Backtracking],67.2%,Medium,0.16019963970668397
283,Move Zeroes,[Array][Two Pointers],61.6%,Easy,0.15989695301071286
350,Intersection of Two Arrays II,[Array][Hash Table][Two Pointers][Binary Search][Sorting],56.4%,Easy,0.15906469462968736
229,Majority Element II,[Array][Hash Table][Sorting][Counting],51.2%,Medium,0.15765117803680806
456,132 Pattern,[Array][Binary Search][Stack][Monotonic Stack][Ordered Set],33.7%,Medium,0.15656906069153992
746,Min Cost Climbing Stairs,[Array][Dynamic Programming],65.5%,Easy,0.15626261303040184
1004,Max Consecutive Ones III,[Array][Binary Search][Sliding Window][Prefix Sum],62.7%,Medium,0.15610983952255864
109,Convert Sorted List to Binary Search Tree,[Linked List][Divide and Conquer][Tree][Binary Search Tree][Binary Tree],61.6%,Medium,0.15355773584309076
262,Trips and Users,[Database],36.3%,Hard,0.15355773584309076
368,Largest Divisible Subset,[Array][Math][Dynamic Programming][Sorting],45.2%,Medium,0.15355773584309076
1688,Count of Matches in Tournament,[Math][Simulation],85.8%,Easy,0.15355773584309076
1913,Maximum Product Difference Between Two Pairs,[Array][Sorting],82.9%,Easy,0.15355773584309076
78,Subsets,[Array][Backtracking][Bit Manipulation],77.1%,Medium,0.15143748173677285
570,Managers with at Least 5 Direct Reports,[Database],51.4%,Medium,0.15143748173677285
498,Diagonal Traverse,[Array][Matrix][Simulation],59.8%,Medium,0.1506602748874898
28,Find the Index of the First Occurrence in a String,[Two Pointers][String][String Matching],41.9%,Easy,0.14912141021977157
1209,Remove All Adjacent Duplicates in String II,[String][Stack],57.4%,Medium,0.14897379164772453
1838,Frequency of the Most Frequent Element,[Array][Binary Search][Greedy][Sliding Window][Sorting][Prefix Sum],45.3%,Medium,0.14842000511827327
160,Intersection of Two Linked Lists,[Hash Table][Linked List][Two Pointers],57.0%,Easy,0.14732471475685843
678,Valid Parenthesis String,[String][Dynamic Programming][Stack][Greedy],34.8%,Medium,0.1451820098444979
832,Flipping an Image,[Array][Two Pointers][Bit Manipulation][Matrix][Simulation],81.7%,Easy,0.1451820098444979
57,Insert Interval,[Array],40.0%,Medium,0.1449185538269559
2092,Find All People With Secret,[Depth-First Search][Breadth-First Search][Union Find][Graph][Sorting],46.0%,Hard,0.14378789279171172
82,Remove Duplicates from Sorted List II,[Linked List][Two Pointers],47.1%,Medium,0.1413004605730646
1351,Count Negative Numbers in a Sorted Matrix,[Array][Binary Search][Matrix],77.3%,Easy,0.14107859825990554
1926,Nearest Exit from Entrance in Maze,[Array][Breadth-First Search][Matrix],46.7%,Medium,0.14107859825990554
199,Binary Tree Right Side View,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],62.8%,Medium,0.14052258817385616
85,Maximal Rectangle,[Array][Dynamic Programming][Stack][Matrix][Monotonic Stack],46.7%,Hard,0.13959908918694763
45,Jump Game II,[Array][Dynamic Programming][Greedy],40.3%,Medium,0.13919038017623117
394,Decode String,[String][Stack][Recursion],59.0%,Medium,0.13825661970102562
303,Range Sum Query - Immutable,[Array][Design][Prefix Sum],62.8%,Easy,0.13397932096347895
79,Word Search,[Array][String][Backtracking][Matrix],41.4%,Medium,0.13341987882457434
450,Delete Node in a BST,[Tree][Binary Search Tree][Binary Tree],51.1%,Medium,0.1333332747437359
213,House Robber II,[Array][Dynamic Programming],41.8%,Medium,0.13313574474596881
115,Distinct Subsequences,[String][Dynamic Programming],46.5%,Hard,0.1330864537962701
516,Longest Palindromic Subsequence,[String][Dynamic Programming],62.4%,Medium,0.13220542557941892
38,Count and Say,[String],54.5%,Medium,0.12819804664916004
29,Divide Two Integers,[Math][Bit Manipulation],17.3%,Medium,0.12766314425609057
80,Remove Duplicates from Sorted Array II,[Array][Two Pointers],57.4%,Medium,0.12617519275733058
66,Plus One,[Array][Math],45.0%,Easy,0.12612915690460033
628,Maximum Product of Three Numbers,[Array][Math][Sorting],45.1%,Easy,0.12595240897761434
1910,Remove All Occurrences of a Substring,[String],76.9%,Medium,0.12555653398976382
791,Custom Sort String,[Hash Table][String][Sorting],69.8%,Medium,0.12516314295400602
684,Redundant Connection,[Depth-First Search][Breadth-First Search][Union Find][Graph],62.7%,Medium,0.12477221253464107
37,Sudoku Solver,[Array][Hash Table][Backtracking][Matrix],60.5%,Hard,0.12327489245733352
96,Unique Binary Search Trees,[Math][Dynamic Programming][Tree][Binary Search Tree][Binary Tree],60.8%,Medium,0.12323264042394814
171,Excel Sheet Column Number,[Math][String],63.5%,Easy,0.12323264042394814
242,Valid Anagram,[Hash Table][String][Sorting],64.3%,Easy,0.1228382546167251
1470,Shuffle the Array,[Array],88.4%,Easy,0.12193705984360334
680,Valid Palindrome II,[Two Pointers][String][Greedy],40.4%,Easy,0.12095261041766249
184,Department Highest Salary,[Database],51.3%,Medium,0.11778303565638346
912,Sort an Array,[Array][Divide and Conquer][Sorting][Heap (Priority Queue)][Merge Sort][Bucket Sort][Radix Sort][Counting Sort],56.9%,Medium,0.11762891683046385
279,Perfect Squares,[Math][Dynamic Programming][Breadth-First Search],54.7%,Medium,0.1147388932751553
268,Missing Number,[Array][Hash Table][Math][Binary Search][Bit Manipulation][Sorting],66.4%,Easy,0.11324303587009586
2402,Meeting Rooms III,[Array][Hash Table][Sorting][Heap (Priority Queue)][Simulation],45.2%,Hard,0.11216225709564905
231,Power of Two,[Math][Bit Manipulation][Recursion],47.7%,Easy,0.11142413150072303
410,Split Array Largest Sum,[Array][Binary Search][Dynamic Programming][Greedy][Prefix Sum],55.0%,Hard,0.11122563511022437
523,Continuous Subarray Sum,[Array][Hash Table][Math][Prefix Sum],28.8%,Medium,0.11060987154397002
67,Add Binary,[Math][String][Bit Manipulation][Simulation],53.3%,Easy,0.10784852120640745
72,Edit Distance,[String][Dynamic Programming],56.1%,Medium,0.10648348040245009
567,Permutation in String,[Hash Table][Two Pointers][String][Sliding Window],44.3%,Medium,0.1034215911531522
1920,Build Array from Permutation,[Array][Simulation],89.6%,Easy,0.10318423623523076
182,Duplicate Emails,[Database],70.9%,Easy,0.10236201266156972
27,Remove Element,[Array][Two Pointers],56.2%,Easy,0.10128434901653703
371,Sum of Two Integers,[Math][Bit Manipulation],51.6%,Medium,0.10109611687136877
853,Car Fleet,[Array][Stack][Sorting][Monotonic Stack],50.7%,Medium,0.10058723690516862
274,H-Index,[Array][Sorting][Counting Sort],38.8%,Medium,0.10041874774704733
796,Rotate String,[String][String Matching],57.7%,Easy,0.09909090264423091
64,Minimum Path Sum,[Array][Dynamic Programming][Matrix],63.6%,Medium,0.09865606331051037
237,Delete Node in a Linked List,[Linked List],78.1%,Medium,0.09844007281325252
443,String Compression,[Two Pointers][String],54.0%,Medium,0.09705888158204505
442,Find All Duplicates in an Array,[Array][Hash Table],73.6%,Medium,0.09374540917097383
101,Symmetric Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],56.1%,Easy,0.09352605801082346
65,Valid Number,[String],19.5%,Hard,0.09330773169945256
1752,Check if Array Is Sorted and Rotated,[Array],50.9%,Easy,0.09275439349224782
455,Assign Cookies,[Array][Two Pointers][Greedy][Sorting],52.7%,Easy,0.09138775158942865
100,Same Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],61.7%,Easy,0.08915380247493312
2666,Allow One Function Call,,86.1%,Easy,0.08796877294595712
133,Clone Graph,[Hash Table][Depth-First Search][Breadth-First Search][Graph],56.6%,Medium,0.0877756108823857
1456,Maximum Number of Vowels in a Substring of Given Length,[String][Sliding Window],58.3%,Medium,0.0876900332762814
518,Coin Change II,[Array][Dynamic Programming],63.6%,Medium,0.08701137698962977
785,Is Graph Bipartite?,[Depth-First Search][Breadth-First Search][Union Find][Graph],55.4%,Medium,0.08682239465891518
2824,Count Pairs Whose Sum is Less than Target,[Array][Two Pointers][Binary Search][Sorting],86.9%,Easy,0.08644688360743705
191,Number of 1 Bits,[Divide and Conquer][Bit Manipulation],70.4%,Easy,0.08601287466004025
451,Sort Characters By Frequency,[Hash Table][String][Sorting][Heap (Priority Queue)][Bucket Sort][Counting],72.4%,Medium,0.08588967188042969
872,Leaf-Similar Trees,[Tree][Depth-First Search][Binary Tree],70.3%,Easy,0.08515780834030685
94,Binary Tree Inorder Traversal,[Stack][Tree][Depth-First Search][Binary Tree],75.8%,Easy,0.08452758931834498
141,Linked List Cycle,[Hash Table][Linked List][Two Pointers],49.5%,Easy,0.08299385637571831
610,Triangle Judgement,[Database],71.1%,Easy,0.08252102368800351
1662,Check If Two String Arrays are Equivalent,[Array][String],85.3%,Easy,0.08252102368800351
104,Maximum Depth of Binary Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],75.1%,Easy,0.08233746634621424
2469,Convert the Temperature,[Math],89.0%,Easy,0.08052638362008792
40,Combination Sum II,[Array][Backtracking],54.2%,Medium,0.08047235322257314
189,Rotate Array,[Array][Math][Two Pointers],40.3%,Medium,0.08004270767353643
542,01 Matrix,[Array][Dynamic Programming][Breadth-First Search][Matrix],48.2%,Medium,0.07972347383203841
1493,Longest Subarray of 1's After Deleting One Element,[Array][Dynamic Programming][Sliding Window],67.1%,Medium,0.07956481041235021
123,Best Time to Buy and Sell Stock III,[Array][Dynamic Programming],47.6%,Hard,0.07878087785311429
102,Binary Tree Level Order Traversal,[Tree][Breadth-First Search][Binary Tree],66.8%,Medium,0.07763353611776078
703,Kth Largest Element in a Stream,[Tree][Design][Binary Search Tree][Heap (Priority Queue)][Binary Tree][Data Stream],56.7%,Easy,0.07696104113612832
1204,Last Person to Fit in the Bus,[Database],66.1%,Medium,0.07637297878457401
106,Construct Binary Tree from Inorder and Postorder Traversal,[Array][Hash Table][Divide and Conquer][Tree][Binary Tree],62.4%,Medium,0.07593779883079804
119,Pascal's Triangle II,[Array][Dynamic Programming],63.7%,Easy,0.07579383936953364
69,Sqrt(x),[Math][Binary Search],38.5%,Easy,0.07315875518638974
415,Add Strings,[Math][String][Simulation],51.7%,Easy,0.07197349962508924
151,Reverse Words in a String,[Two Pointers][String],40.9%,Medium,0.07020425867324853
584,Find Customer Referee,[Database],69.4%,Easy,0.06671919477965885
383,Ransom Note,[Hash Table][String][Counting],60.9%,Easy,0.06566910350785725
204,Count Primes,[Array][Math][Enumeration][Number Theory],33.5%,Medium,0.06351340572232586
1211,Queries Quality and Percentage,[Database],52.1%,Easy,0.06301296782873406
225,Implement Stack using Queues,[Stack][Design][Queue],63.3%,Easy,0.06271647386762642
2149,Rearrange Array Elements by Sign,[Array][Two Pointers][Simulation],83.9%,Medium,0.06222847139840936
1731,The Number of Employees Which Report to Each Employee,[Database],45.2%,Easy,0.06080900459560568
374,Guess Number Higher or Lower,[Binary Search][Interactive],53.2%,Easy,0.05849620668160855
2703,Return Length of Arguments Passed,,93.6%,Easy,0.05807146640389905
2942,Find Words Containing Character,[Array][String],88.2%,Easy,0.056512210263342307
110,Balanced Binary Tree,[Tree][Depth-First Search][Binary Tree],51.6%,Easy,0.056264838586137754
572,Subtree of Another Tree,[Tree][Depth-First Search][String Matching][Binary Tree][Hash Function],47.6%,Easy,0.053994220576736765
1075,Project Employees I,[Database],61.7%,Easy,0.051691093239179656
208,Implement Trie (Prefix Tree),[Hash Table][String][Design][Trie],64.7%,Medium,0.05064373281875492
35,Search Insert Position,[Array][Binary Search],45.5%,Easy,0.05048390543199203
90,Subsets II,[Array][Backtracking][Bit Manipulation],57.0%,Medium,0.04843561709959499
226,Invert Binary Tree,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],76.6%,Easy,0.04811189737589208
328,Odd Even Linked List,[Linked List],61.4%,Medium,0.04717856027509048
338,Counting Bits,[Dynamic Programming][Bit Manipulation],78.1%,Easy,0.04717856027509048
1581,Customer Who Visited but Did Not Make Any Transactions,[Database],69.6%,Easy,0.04509782218673358
2665,Counter II,,79.5%,Easy,0.04410858325627566
1480,Running Sum of 1d Array,[Array][Prefix Sum],86.7%,Easy,0.04202298977484789
258,Add Digits,[Math][Simulation][Number Theory],66.4%,Easy,0.04175972102859266
643,Maximum Average Subarray I,[Array][Sliding Window],43.1%,Easy,0.037563101575648544
1934,Confirmation Rate,[Database],56.6%,Medium,0.036235848454044865
230,Kth Smallest Element in a BST,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],72.2%,Medium,0.03451593709018879
1251,Average Selling Price,[Database],43.6%,Easy,0.033503971231401815
1929,Concatenation of Array,[Array][Simulation],89.7%,Easy,0.03157326191609021
345,Reverse Vowels of a String,[Two Pointers][String],52.6%,Easy,0.031034298195512264
1148,Article Views I,[Database],74.6%,Easy,0.030438602876830676
83,Remove Duplicates from Sorted List,[Linked List],52.2%,Easy,0.027455396452354876
344,Reverse String,[Two Pointers][String],77.6%,Easy,0.026739561041899163
605,Can Place Flowers,[Array][Greedy],29.4%,Easy,0.026351985988424496
122,Best Time to Buy and Sell Stock II,[Array][Dynamic Programming][Greedy],66.0%,Medium,0.024141184452073947
8,String to Integer (atoi),[String],17.1%,Medium,0.02168106606132404
167,Two Sum II - Input Array Is Sorted,[Array][Two Pointers][Binary Search],61.0%,Medium,0.01996074256253806
75,Sort Colors,[Array][Two Pointers][Sorting],61.7%,Medium,0.01875347974830633
197,Rising Temperature,[Database],46.9%,Easy,0.01821543989134118
595,Big Countries,[Database],68.3%,Easy,0.016949558313773268
704,Binary Search,[Array][Binary Search],57.2%,Easy,0.01691372244206185
58,Length of Last Word,[String],49.0%,Easy,0.015169043229667648
1683,Invalid Tweets,[Database],84.9%,Easy,0.014164542768650788
125,Valid Palindrome,[Two Pointers][String],47.0%,Easy,0.010926085203587683
977,Squares of a Sorted Array,[Array][Two Pointers][Sorting],72.7%,Easy,0.0036653573520393137
